attractionName,reviewerName,reviewTitle,ratings,reviewDate,reviewText,reviewerProfilePicURL,reviewURL,compound_score,sentiment_category,wordCount,usefulness,usefulness,usefulness,No. of Useful,,,
Jewel Changi Airport,Dziauddin M,Poor Service from KFC Fast Food Chains in JEWEL - SINGAPORE,20,26-Sep-19,"Cashier NOT FRIENDLY...not give some SUGGESTION SELLING PRODUCTS...Packer NOT FRIENDLY TOO,refused to give request for the chicken part while order.After explain to them,they finally gave my request by showing their long face to me.Plus still can say to me "" NEXT TIME if you coming to any KFC in Singapore we don't entertain such of this request.""Then i said...WOW...sure definitely..I am gonna make sure your service will be acknowledge by your higher management.Already send my feedback to KFC website and APPS too.RegardsDziauddin Mahamud",https://media-cdn.tripadvisor.com/media/photo-l/18/4e/8b/71/deanmahamud.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17237163-r713116836-Jewel_Changi_Airport-Singapore.html,-0.4277,Negative,83,useful,useful,useful,3,,,
Flower Dome,HandsomeXO,Absolutely Stunning!,50,27-Feb-20,"Flower Dome is the biggest glass greenhouse in the world. It is shaped like a butterfly when looked down from above. It is probably the coolest place in the entire country, both temperature-wise and fun-wise. Once inside the dome, it's hard to put your phone or camera down. The different species of flowers from different parts of the world are in various sizes, shapes, and colours. They are all very lovely and pretty. One can easily spend two hours enjoying the beauty of nature inside the Flower Dome.",https://media-cdn.tripadvisor.com/media/photo-l/13/08/a6/b6/handsomexo.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4400784-r747876402-Flower_Dome-Singapore.html,0.9599,Positive,88,useful,useful,useful,3,,,
Singapore Zoo,Expert33333,Service bad,30,24-Mar-19,Feel like lesser animals in the zoo. Animals look very tired & old . Didn't manage to see the bear as it has passed on last year . Service at the mart (near the entrance ) was really bad! The Chinese lady doesn't seem to enjoy her work . Showing sour face when being asked for assistance . The tram driver (Yusoff) is one of the best ! He bothered to explain every single detail. He is an assist to the company .,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ec/a2/default-avatar-2020-3.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r660719178-Singapore_Zoo-Singapore.html,-0.7002,Negative,83,useful,useful,useful,3,,,
Singapore Zoo,meandmyhandwriting,Singapore zoo adventure,30,16-Jan-19,"Big place and many animals that you can found inside the zoo, you need to walk, it was very hard for us with small kid even though we rented stroller. I will not recommend it with the small kids, (ideally 4 yrs is the best age to come) You need to ride, but if you ride you need to pay (Unfortunately no free rides) you need to walk to see the animals in their caves. Very tiring and the place was very hot.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e8/ea/default-avatar-2020-63.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r646194017-Singapore_Zoo-Singapore.html,-0.6863,Negative,83,useful,useful,useful,3,,,
Singapore Zoo,Jin Sha T,Our national zoo has to work hard,20,9-May-18,"I'm singaporean and I expect the zoo to maintain high standards at al times.When I reached last Friday, I saw two guys on a park maintenance vehicle coming out from side gate, one who was smoking. This is not a good image.The food at the food court needs to be changed. It cannot be managed by general workers. The food standard cannot be low. Food standard cannot be Low or standard. It has to be excellent.The handicapped toilet beside the food court did not have tissue paper when I went.Overall, the zoo was nice. But there was nothing special. Special as in something that makes people want to visit again. Everyone was just nice and doing their job. There was no novelty or 'something to do' at the zoo.I was there from 11-5pm.",https://media-cdn.tripadvisor.com/media/photo-l/03/3e/ca/bd/jin-sha-t.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r578917323-Singapore_Zoo-Singapore.html,-0.2989,Negative,133,useful,useful,useful,3,,,
Gardens by the Bay,Ella R,Lovely but crowded,40,8-Jan-20,"This is a beautiful place to visit but really packed in the evenings with long queues for everything. Allow yourself much more time than you think you need. The flower dome was a bit underwhelming but the cloud forest a bit better. The food court is always very busy so we never eat here. I think this place is best for a leisurely stroll when you have a lot of time and you don't want to go to any of the paid attractions like the sky walk, etc.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r737579080-Gardens_by_the_Bay-Singapore.html,0.9685,Positive,88,useful,useful,useful,3,,,
Jurong Bird Park,Jacqui T,A nice day at the Bird Park,30,1-Jun-16,"We arrived just before midday, and was disappointed to find that the shows are in the morning and late afternoon, so as we had to return to our hotel by 4, we missed out on all,shows. We felt some aspects of the park disappointing. the large eagles and vultures were in a small enclosure, and there were many Penguins in what seemed such an unnatural setting, with not much room to swim as they would in the wild. I rate the park just ""ok""",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e5/2b/default-avatar-2020-52.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r378587664-Jurong_Bird_Park-Singapore.html,-0.8689,Negative,84,useful,useful,useful,3,,,
Gardens by the Bay,winoNewZealand,Not what we expected,30,18-Mar-15,"We have read most of the reports about this place. But were rather disappointed by what we saw. We can truly understand what Gardens by the Bay is all about, but. We found this attraction lacking in natural appeal, I was disappointed to see 'Lego' flowers and a lot of plastic and polished glass with the living stones. It is a great attraction for people with mobility problems, but if you want to experience a natural gardens and flowers go to the Botanical gardens or the Orchid Gardens.",https://media-cdn.tripadvisor.com/media/photo-l/01/0a/2d/1d/winonewzealand.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r260242239-Gardens_by_the_Bay-Singapore.html,0.9366,Positive,88,useful,useful,useful,3,,,
Jurong Bird Park,Hitesh K,Missable,20,28-May-13,"I have been to this attraction in 2002 as well, but the experience during this May visit was not good. The Monorail has been taken off but they have introduced a tram.The birds were far less and the bird shows were not at all exciting. The Eagles and vulture show was more of a catwalk kind of show.. showing this is this and that is that. and was over in 10-12 minutes. Earlier in 2002 it was , I remember for about half an hour.",https://media-cdn.tripadvisor.com/media/photo-l/03/79/e2/37/hitesh-k.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r162102159-Jurong_Bird_Park-Singapore.html,-0.8294,Negative,85,useful,useful,useful,3,,,
Singapore Zoo,martin2430,Spammers!,10,5-Aug-20,Do not give these people your email address. You will be spammed with several emails a week and unsubscribing won't work.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/df/99/default-avatar-2020-40.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r763150262-Singapore_Zoo-Singapore.html,0,Neutral,21,not useful,not useful,not useful,0,,,
Jurong Bird Park,Akhil A,Nice place not very stroller friendly,40,26-Apr-18,It's a lovely place to go with kids various types of birds.. the show times need to be more evenly balanced out so more people can enjoy it.. pls check with show times before going there as the whole place can be covered in 2 to3 hours.. not very stroller friendly so plan accordingly with kids.. nice time to go is usually reach by 2 pm in afternoon and spend time till 6 pm so u can c all the shows.. lot of food options including vegetarian options..,https://media-cdn.tripadvisor.com/media/photo-l/07/ea/89/ad/akhilagarwalp.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r575791468-Jurong_Bird_Park-Singapore.html,0.8239,Positive,88,useful,useful,useful,3,,,
Sands Skypark Observation Deck,CSholidayfun,Shocked by a rude member of staff!,20,10-Jan-19,"We were looking forward to have a few drinks in the sky bar C'est La Vie! To see the views of Singapore and what everyone raved about.However we did not expect to be spoken to in such a rude and abrupt manner and on 2 separate occasions to two different members of our group.Although the views were spectacular, it ruined our experience of it.You don't expect that attitude and manner from a member of staff from that level of hotel. So we were very disappointed!",https://media-cdn.tripadvisor.com/media/photo-l/06/b7/d5/f6/csholidayfun.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r644879203-Sands_Skypark_Observation_Deck-Singapore.html,-0.8772,Negative,85,useful,useful,useful,3,,,
Singapore Flyer,APPPbeccles,Very dissapointing,10,19-Mar-18,"Having booked an evening dining experience on the flyer, we were very disappointed to be informed that there were technical issues which meant our trip was cancelled. We understand that these things happen, however it appears that we were able to make our booking AFTER the flights were suspended due to the issue!! We have now been informed that it will take between 6 and 8 working WEEKS before we receive our refund! Terrible customer service. We definitely will not be recommending this to anyone.",https://media-cdn.tripadvisor.com/media/photo-l/02/22/dd/10/apppbeccles.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r567357326-Singapore_Flyer-Singapore.html,-0.868,Negative,85,useful,useful,useful,3,,,
Night Safari,jjc978,Brilliant Different Way To See Animals,50,6-Jan-20,Really loved it here. Used the food court before going in which was good value and tasty. The land train around the zoo was great and saw most of the animals. This lasted about 30 minutes. Then walking around the zoo and having time to properly see the animals was great. At times a little freaky when hyenas disappear into the shadows not that far from you. Couldn't get into the creatures show as always fully booked and wasn't wasting 45 minutes queuing for it. We'll worth it.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e5/66/default-avatar-2020-53.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r737278674-Night_Safari-Singapore.html,0.9568,Positive,88,useful,useful,useful,3,,,
Singapore Botanic Gardens,Ravija-13,Probably not worth a visit if you aren't especially interested in flora.,30,1-Feb-18,"I got down from the MRT station and headed straight into the gardens. The orchid garden is reached after a 2kmwalk through the 'usual' garden.The sun was scorching which ruined half the fun. Nevertheless, we bought a ticket for the orchid garden. Some parts of it were under maintenance and since I'm not a fan of gardens, I didn't enjoy walking through the heat.So skip this if you aren't interested in different types of Flora. But if you DO go, try choosing a relatively cooler day.",https://media-cdn.tripadvisor.com/media/photo-l/0f/f8/1f/67/ravija-13.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r749240564-Singapore_Botanic_Gardens-Singapore.html,-0.2901,Negative,86,useful,useful,useful,3,,,
Gardens by the Bay,LJB610,"Too noisy, too crowded, overrated",30,9-Jul-19,"The gardens themselves are spectacular. They are ruined by the rudeness of the peasants who tend to visit. There are signs everywhere advising not to touch the plants. These are largely ignored by spoiled Asian brats whose parents actually seem to encourage the bad behavior.However, if you can ignore this type of rudeness then the gardens are worth a visit. When it's time to leave, don;t be fooled by the Exit signs. They are for emergency use only. You need to find the Way Out sign instead.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/59/default-avatar-2020-49.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r687932198-Gardens_by_the_Bay-Singapore.html,-0.9393,Negative,87,useful,useful,useful,3,,,
Sands Skypark Observation Deck,alwyn1,"Limited access, great views",30,1-Oct-19,"The hotel provides is a truly spectacular part of the Singapore skyline. The purchase of tickets to the Skypark is easy and there are concessions available. However, although the views up there are stunning with lots of photo opportunities, the actual space you are allowed to go is very limited. There's a great looking bar up some steps on raised platform but unfortunately you can't access it unless you are a hotel guest. A bit of a tease really. Enjoyed the views, disappointed with the limited access.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f0/d5/default-avatar-2020-17.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r714444533-Sands_Skypark_Observation_Deck-Singapore.html,-0.0534,Negative,87,useful,useful,useful,3,,,
Singapore Cable Car,gmegga,Nice views and trip to Sentosa,40,13-Apr-19,"Like everything in Singapore, quite expensive if you include the additional SEA Aquarium trip as a package...Not sure this turned out much cheaper. You have unlimited rides back and forth on a few stations. We shared one trip with a small group of french travellers who couldnt stop chatting - no big deal.We couldnt be bothered coming back to downtown Singapore by cable car so took a cab - which was quicker and cooler. The tickets are a set price as there is no one way ticket available.",https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/97/avatar023.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r665881845-Singapore_Cable_Car-Singapore.html,0.6858,Positive,88,useful,useful,useful,3,,,
Singapore Zoo,UK456,Terrible customer experience,10,6-Oct-17,"1hour queue to collect tickets, stood in a snake queue for 1hour, with the smell of frying Chicken being fanned over me.What is the point of allowing you to order tickets from an online agent if you make the customer queue for 1 hour to collect from the standard ticket queue.I had a short time in Singapore and wanted to visit the zoo but this ruined the occassion.Also why is the park split into 4 parks. I don't expect to have to pay more to see certain animals.",https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/98/avatar024.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r530382662-Singapore_Zoo-Singapore.html,-0.5411,Negative,88,useful,useful,useful,3,,,
Singapore Zoo,ankurkinra,Over crowded place,10,8-Nov-17,Just a simple zoo and soo much crowded . And food court is just too expensive. And every country have this kind of zoo . The difference is they operate in night also,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f3/e4/default-avatar-2020-30.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r539268356-Singapore_Zoo-Singapore.html,0,Neutral,33,useful,useful,useful,3,,,
Gardens by the Bay,Virgchong,Spectacular Floral Display,30,29-Jan-20,"The Floral Displays at the Flower Dome were impressive. As it was the first day of the Lunar New Year, there were far too many people visiting the Flower Dome.Cloud Forest - The 35 metre man made mountain and waterfall tied in very well with the Flower Dome.Floral Fantasy - We opted for the first slot of the day at 9.00 a.m. The music was beautiful and the garden was picturesques. There were no visitors early in the morning and we had the floral garden all by our ourselves.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f6/0d/default-avatar-2020-34.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r741842202-Gardens_by_the_Bay-Singapore.html,0.8122,Positive,89,useful,useful,useful,3,,,
Jurong Bird Park,Mainaaya,Jurong Bird Park,40,4-Jul-18,when we bought combo ticket for zoo & Bird park we thought the location of both will be adjacent but unfortunately it is located quite far away from zoo.As we all know Singapore is hot & humid hence we should always go for Tram ride during the Bird Park visit.Bird park is full of colourful birds & is divided into zones. The Tram will drop you at location you explore that then take Tram again drop you to next zone. You will change Tram frequently & use whatever is available.,https://media-cdn.tripadvisor.com/media/photo-l/0a/ec/d8/b6/mainaaya.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r592912968-Jurong_Bird_Park-Singapore.html,-0.8126,Negative,90,useful,useful,useful,3,,,
Singapore Zoo,Zaznico,Sad ' prison like ' torturous,10,12-Sep-16,"Second and last time I am going to a zoo. My first was when I was 7years old!Who keeps a polar bear in an open open air enclosure with 35Â°C temperatures and warm water to cool down in? :,(elephants were in an enclosure which took us 10minutes to walk around, and most animals were in cages where visitors were sure to see them.The Singapore zoo doesn't seem like they care much for the animals themselves. They seem to are about the money more than the animals' well being.I understand that without zoos', certain species would be extinct, but what is worse: extinction or no freedom?We were a group of three and we all left with sad faces not saying a word to each other...",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/06/default-avatar-2020-18.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r417383584-Singapore_Zoo-Singapore.html,-0.8524,Negative,124,useful,useful,useful,3,,,
Sands Skypark Observation Deck,ArtemisiaOlimpia,Bad experience,10,30-Aug-19,"Attracted by the many positive feedbacks, we decided to visit the Marina Bay rooftop. Unfortunately it was a really disappointing experience. The pool cannot be even seen, the rooftop is very crowded and bad organized: few chairs, people who 'conquers' them holding the chairs for a long time, so that you cannot even take a decent picture of the view. Entrance is expensive (22 dollars), but drinks are even more, starting from 23 + taxes and services.We really could not see anything. We expected more. Very very disappointing. Not recommend.",https://media-cdn.tripadvisor.com/media/photo-l/05/ff/46/87/artemisiaolimpia.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r704613474-Sands_Skypark_Observation_Deck-Singapore.html,-0.8943,Negative,90,useful,useful,useful,3,,,
Singapore Zoo,OlgaL1473,Tourist trap,10,29-Apr-16,Breakfast with orangutan has nothing to do with the picture u see on the add. 1) your table will be assigned to u depending on the time of the reservation and there only 3-4 tables that actually are close to orangutan. 2) Orangutan are being seated behind the bars with 2-3 guards and they have their own breakfast very far from the people sector. 3) they tell u to line up to take a picture with orangutan ( which u can do without any breakfast just in the zoo itself ). 4) food is horrible and buffet is ovetpriced. 5)Tourist trap.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/b2/default-avatar-2020-69.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r368614204-Singapore_Zoo-Singapore.html,-0.7003,Negative,101,useful,useful,useful,3,,,
Supertree Grove,rohansirsi,Beautiful Place,50,28-Jun-20,Located inside Gardens by the Bay. After visiting nearby places we spent evening here watching Supertree illumination show.,https://media-cdn.tripadvisor.com/media/photo-l/1b/5a/dc/05/rohansirsi.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r758364043-Supertree_Grove-Singapore.html,0,Neutral,18,not useful,useful,not useful,1,,,
National Orchid Garden,OurLiquidWorld,Orchids everywhere!,40,31-Oct-19,"After taking the hop on hop off bus around the city, it took us to the gardens. We decided to have a look. The orchid garden was beautiful and had many photo opportunities. The weather was overcast but it still made for a nice time. Both of us did get a little bored with the flowers after about half way, but we still appreciated it. We saw a few wildlife which were interesting also. Worth the entry fee in our opinion, but it's a once of thing for us.",https://media-cdn.tripadvisor.com/media/photo-l/0e/20/77/f4/alexander-b.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d317453-r615206380-National_Orchid_Garden-Singapore.html,0.9441,Positive,89,useful,useful,useful,3,,,
Night Safari,CarolABooth,Interesting but possibly over rated,30,21-Mar-19,"I was rather disappointed with this visit, given the glossy advertising. The information regarding how the train system worked was not clear until we got there. We ended up doing the walk around the zoo first, but had to get all the way back to the start to get the tram/train, whereas we'd have preferred to have had a rest and been able to get on part way. I was also concerned about the limited space that the animals had - to ensure they would be ""in the spot light"" for tourists.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/3d/default-avatar-2020-55.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324761-r735182112-Night_Safari-Singapore.html,-0.1511,Negative,92,useful,useful,useful,3,,,
ArtScience Museum at Marina Bay Sands,Marjie781,Alice in Wonderland Exhibition,50,27-Sep-19,"This exhibition was recommended by a family member as being unusual and fascinating and it certainly was. It was a definite advantage if you knew the ""Alice in Wonderland"" book. The exhibition followed the theme of the book - unusual doorways, lots of items with which to interact, colours, twists and turns, book characters appearing, and joining in with the croquet match yourself. A special feature was The Mad Hatter's Tea Party - imaginatively staged and totally quirky. This was an unusual exhibition that brought to life Lewis Carroll's ""Alice"".",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/a9/default-avatar-2020-50.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2138895-r713338100-ArtScience_Museum_at_Marina_Bay_Sands-Singapore.html,0.9001,Positive,90,useful,useful,useful,3,,,
Singapore Botanic Gardens,Thomas J,Contains much more than you first think - there is new vegetation to discover behind every bend!,40,16-Dec-19,"Every major city of rank also has a grand park of great importance; London has its Hyde Park, New York's Central Park .. and Singapore has its Botanical Garden, which is very large, lush, well-kept and exciting, as it contains so many different parts - from real jungle to botanically planted garden in English style. Here I was able to empty my big city lungs and get a lot of peace of mind - fantastic scenery to photograph and miles with lovely walkways to explore. Well worth a (long) visit!",https://media-cdn.tripadvisor.com/media/photo-l/06/27/ea/a4/thomas-j.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r726237359-Singapore_Botanic_Gardens-Singapore.html,0.9781,Positive,90,useful,useful,useful,3,,,
Supertree Grove,Della G,Super tree Grove,50,28-Feb-20,These gigantic metallic trees soar well over 25 to 50 meters. These stellar structures are design to convert solar energy to provide air conduits to the adjacent observatories and to light up the light panels for the sound and light show each evening. They are amazing during the day to gaze upwards at these trees. It is also amazing to see the tropical vines and flowers that are intertwine around the trunks of these structures. The soaring branches high up offer some shade for visitors below. The spectacular feature begins at night during the light and sound show. All the structures light up in amazing colors and changes to the tempo of the music. Once again there is no admission to this area and you can wander around for as long as you want or just come before the show begins.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/de/e7/default-avatar-2020-37.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r748035997-Supertree_Grove-Singapore.html,0.9287,Positive,141,useful,useful,useful,3,,,
Gardens by the Bay,L73BRchrisl,Gardens by the Bay,50,23-Feb-20,"Located next to the Marina Bay Sands hotel, the gardens are a must see when visiting Singapore. There is no entrance fee to walk around the gardens and there are lots of gardens and plants to see such as the Chinese and Indian gardens.Various entrance fees are required to see inside the domes or the super trees. The cloud forest dome is amazing and well worth the entry fee, which also includes access to the Flower Dome. Separate tickets are required for the third dome and the super tree grove walkway.",https://media-cdn.tripadvisor.com/media/photo-l/07/9d/53/80/chris-l.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r746938974-Gardens_by_the_Bay-Singapore.html,0.9246,Positive,91,useful,useful,useful,3,,,
Gardens by the Bay,182lucianaz,Um jardim,30,30-Mar-17,"The visit to the gardens worth it, but not to get in to the domes. It's really small places. The forest they try to create is really a deception, because it's a garden not a forest at all and the air conditioner make the experience really weird. But probably that the idea of forest for them. I don't know. But I didn't like it at all. It's expensive for what is given. But the artificial trees is amazing! Worth seeing during the day and night! Really interesting and it's for free.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/db/default-avatar-2020-10.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r471230745-Gardens_by_the_Bay-Singapore.html,0.9052,Positive,91,useful,useful,useful,3,,,
Jurong Bird Park,Kiwibob739,Fantastic variety of wildlife.,40,7-Jan-18,"The bird park was fantastic., with birds not only from Singapore but other parts of the world.There are many opportunities to photograph colourful bird, if fact all birds.They have a bird display at the coffee shop where birds preform various tasks, they had three different colored Macaws which made great photos.For some reason it was much cooler in the bird park, a relief from the hot sun.There were also mobility scooters if you are not to good on your feet.It was a great experience and I would love to go back",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ec/3d/default-avatar-2020-1.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r552071651-Jurong_Bird_Park-Singapore.html,0.9795,Positive,91,useful,useful,useful,3,,,
Singapore Cable Car,TNM1954,It was okay,30,17-Feb-14,"I got lucky as was able to time the ride just perfectly to catch the sunset. The views were spectacular, and the photographs, had I been able to take any, would have been stunning. There in lies my one complaint. I understand that safety is critical, but having even a small opening in the Plexiglas cover that would allow for a clear, non-glass reflective, photo would have been wonderful. As it was, all of the pictures are in my mind. Next time I may investigate the dining option in the car.",https://media-cdn.tripadvisor.com/media/photo-l/05/7e/83/2c/tnm1954.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r194354963-Singapore_Cable_Car-Singapore.html,0.8847,Positive,91,useful,useful,useful,3,,,
Sands Skypark Observation Deck,Iona007,Great views but otherwise disappointing,30,27-Jan-20,"We thoroughly enjoyed the panoramic views but were bitterly disappointed about just how little of the top was available to non guests despite paying $23 each. For that you are allowed unrestricted time to take in the views. However, although you can buy drinks and snacks, there is no seating whatsoever and you are forbidden from sitting on the stairs or the deck. The area of deck available to non guests is just the tip of the deck and meanwhile guests look down on you from the bar and infinity pool above.",https://media-cdn.tripadvisor.com/media/photo-l/01/9b/ed/7b/iona007.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r741380454-Sands_Skypark_Observation_Deck-Singapore.html,-0.9109,Negative,92,useful,useful,useful,3,,,
Gardens by the Bay,mazumdr,Review for Christmas Wonderland @ gardens by the bay,30,17-Dec-17,"Lights are spectacular, though would have loved more lights, so visit when it is dark. But, also, time your visit with the snow shower (Blizzard Time) which was a lot of fun especially for those that do not get to see snow that often. Blizzard Time is 55 minutes past every hour starting at 7:55 and the final show being at 10:00. The Marks are brought down because the choice of shops in the Xmas market were not very exciting. I am a shopper but was not enticed to shop at all.",https://media-cdn.tripadvisor.com/media/photo-l/0e/63/7b/59/mazumdr.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r547568993-Gardens_by_the_Bay-Singapore.html,0.4824,Positive,92,useful,useful,useful,3,,,
Supertree Grove,Vesna M,Interesting,40,1-Aug-20,Another experience of the combination of plants and constructions. All part of the big complex next to Marina Bay Sands.,https://media-cdn.tripadvisor.com/media/photo-l/12/ae/65/62/vesna-m.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r762434237-Supertree_Grove-Singapore.html,0,Neutral,20,not useful,not useful,not useful,0,,,
Supertree Grove,Stanton M,Different Kind of Garden,40,24-Feb-20,"Part of Gardens by the Bay this was visible from our hotel room. Aerial walkways connected the ""trees"". They were covered in vines and flowering plants were all over.",https://media-cdn.tripadvisor.com/media/photo-o/03/77/a8/97/stanton-m.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r747163367-Supertree_Grove-Singapore.html,0,Neutral,29,not useful,not useful,not useful,0,,,
Singapore Cable Car,Ifrinm,not worth the money,30,15-Apr-12,"all I can say is it's just ok... once is enough.You do get a fare bit of ride in the cable car, and the view of sentosa and PSA (port of singapore)but nothing so thrillingIf you just want to go to sentosa, monorail is a better optionIf you just want to go to mt faber/jewel box, a bus or taxi will take you thereit's not a mean of transport to get you to one of the above, but mainly the attraction in itself, which as i said in the rating, just average.",https://media-cdn.tripadvisor.com/media/photo-l/02/34/41/79/ifrinm.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r127916316-Singapore_Cable_Car-Singapore.html,0.7391,Positive,92,useful,useful,useful,3,,,
Singapore Flyer,Jonah P,"Not value for money, only good for photo opportunity",20,16-Jan-16,"Kids were very excited then as soon as we got on excitement turn to boredom.Good view but it didn't do much for us, their family is for 2+1 but we are a family of 5 but we didn't mind paying AUD $150. Sadly we were quite disappointedThere isn't much to do around the area for the kids so after a boring ride it's time to go back to our hotel.In comparison to MOA eye area (Phils) where there were quite a lot of things to do and is suitable for all ages.",https://media-cdn.tripadvisor.com/media/photo-l/08/6a/c5/4b/jonah-p.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r340423341-Singapore_Flyer-Singapore.html,-0.6248,Negative,92,useful,useful,useful,3,,,
Gardens by the Bay,JW W,Built-up and Concrete,30,12-Sep-12,"I enjoyed the glass-houses and thought it has a very good selection of exotic plants. What will happen when some of the tress grow tall and hit the glass roofs : }?The open areas (free) however are too built up. The pathways are wide but all tiled up. There are enclosures for tress, which also act as seatings for tourists, and these are also concrete. I much prefer to the Botanic Gardens, where there are paths and fields and streams - more natural and gives less of an urban feel.Also a little expensive.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/11/default-avatar-2020-41.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r140052744-Gardens_by_the_Bay-Singapore.html,0.8437,Positive,93,useful,useful,useful,3,,,
Supertree Grove,Carolle M,"Magical, clever",40,26-Oct-19,"We visited the Supertrees by day and then again at night to see the light show. The magical trees are enormous, huge structures covered in plants, and connected by a walkway high above the ground. The night time light show is fun. Visitors simply mill around, find a seating place and sit back as darkness falls until the light show turns the great towers into magical castles of a million changing lights. There are all kinds of interesting stats for these trees, heights etc and in usual Singaporean style, all highly impressive. It is all a bit of whimsy really, but gives delight to thousands.",https://media-cdn.tripadvisor.com/media/photo-o/05/26/78/3a/carolle-m.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r721467295-Supertree_Grove-Singapore.html,0.9311,Positive,105,useful,useful,useful,3,,,
